7.389820	-12.799543
11.576830	-15.934140
10.870774	-16.423948
10.416659	-16.040249
14.979719	-11.703440
14.182569	-11.484818
13.603409	-11.213785
20.735975	-29.614042
21.019783	-14.178022
21.342529	-16.674612
17.886499	-14.227564
16.585087	-16.585087
18.699247	-8.521738
22.463057	-11.693527
16.600571	-11.623845
21.181040	-5.281026
20.924891	5.023622
15.033835	8.679789
15.866198	8.976663
16.275297	8.836765
17.611067	9.562029
16.941494	8.819183
21.491749	11.187896
22.388414	10.919559
22.240252	10.370800
21.458660	9.554010
22.119194	9.389041
21.346239	7.981032
22.402843	12.418098
26.762207	-24.096798
26.852383	-18.455132
25.806183	-19.095572
26.317253	-19.831472
25.302422	-19.415230
25.990551	-22.994497
27.047581	-14.381454
23.965265	-14.116620
28.702705	-10.731502
25.509720	-11.625448
29.799557	-5.254466
27.003906	-5.249028
25.702799	-5.229293
24.893251	-5.291224
24.240839	-5.374064
22.663296	-5.232234
23.171011	-5.562868
25.007219	5.543967
25.187939	4.896039
27.453123	9.721661
26.712782	17.017920
27.594889	14.672462
27.890850	12.127286
29.728264	12.010999
36.101589	-14.220794
37.492817	-16.692877
36.117706	-9.677710
33.495811	-5.906216
34.265907	5.734147
34.721279	11.955496
32.266792	9.557859
36.407459	16.977077
44.659794	-25.784346
39.591789	-23.321346
40.050182	-17.831490
42.567795	-6.361800
38.471897	-6.093350
42.210197	-9.744992
37.606346	-11.857235
42.621178	-5.611185
42.293316	-5.943938
43.049007	5.667509
40.184906	11.903312
40.150070	9.639179
37.699043	14.471307
49.548523	-16.578705
51.988087	-6.383335
46.934616	-6.179060
50.837135	-9.881738
51.803574	-5.902272
47.551853	5.417849
52.280495	5.494901
49.894981	9.698602
51.697601	16.797569
45.435356	19.286165
59.839439	-27.903589
54.108952	-14.498450
56.054962	-6.386656
56.466396	5.437096
57.597141	11.718270
56.752323	22.355335
63.244160	-26.196589
63.033352	-21.704124
65.034874	-6.262146
60.473557	-6.356027
61.073261	5.343218
66.043251	16.466431
62.729397	19.178301
74.349625	-6.504749
74.761002	5.227798
68.527321	16.451954
