1	5	1	0	0	0	0	0	0	0	0	0	0	0	
1	5	2	2	1	6	11	5	5	1	6	14	-10	-10	
1	5	3	2	1	6	15	5	5	1	6	14	-10	-10	
1	5	4	4	1	6	29	5	5	1	6	29	-6	-6	
1	5	5	3	1	6	29	5	5	1	6	29	-6	-6	
1	5	6	5	1	6	29	5	5	1	15	29	-6	-6	
1	5	7	6	1	6	29	5	5	1	6	29	-6	-6	
1	5	8	7	1	6	29	5	5	1	6	29	-6	-6	
1	5	9	7	1	6	29	5	5	1	6	29	-6	-6	
1	5	10	6	1	6	29	5	5	1	6	29	-6	-6	
1	5	11	6	1	6	29	5	5	1	6	29	-6	-6	
1	5	12	5	1	6	29	5	5	1	6	42	-6	-6	
1	5	13	7	1	6	24	5	5	1	6	42	-6	-6	
1	5	14	8	1	6	29	5	5	1	6	42	-6	-6	
1	5	15	8	1	9	24	5	5	1	6	42	-6	-6	
1	5	16	8	1	6	29	5	5	1	6	42	-6	-6	
1	5	17	7	1	6	29	5	5	1	10	42	-6	-6	
1	5	18	8	1	11	24	5	5	1	6	42	-6	-6	
1	5	19	9	1	6	29	5	5	1	19	42	-6	-6	
1	5	20	7	1	9	29	5	5	1	6	42	-6	-6	
1	5	21	8	1	6	29	5	5	1	19	42	-6	-6	
1	5	22	8	1	6	29	5	5	1	10	42	-6	-6	
1	5	23	9	1	6	29	5	5	1	6	42	-6	-6	
1	5	24	9	1	11	29	5	5	1	6	42	-6	-6	
1	5	25	8	1	6	29	5	5	1	6	42	-6	-6	
1	5	26	10	1	6	29	5	5	1	6	42	-6	-6	
1	5	27	9	1	6	24	5	5	1	6	42	-6	-6	
1	5	28	6	1	6	29	5	5	1	6	42	-6	-6	
1	5	29	7	1	6	29	5	5	1	6	42	-6	-6	
1	5	30	8	1	6	29	5	5	1	6	42	-6	-6	
1	6	1	0	0	0	0	0	0	0	0	0	0	0	
1	6	2	1	0	10000.0	10000.0	10000.0	10000.0	1	6	14	-10	-10	
1	6	3	3	1	6	15	5	5	0	10000.0	10000.0	10000.0	10000.0	
1	6	4	3	1	6	29	5	5	1	6	29	-6	-6	
1	6	5	4	1	6	29	5	5	1	6	29	-6	-6	
1	6	6	5	1	6	29	5	5	1	15	29	-6	-6	
1	6	7	6	1	6	29	5	5	1	6	29	-6	-6	
1	6	8	8	1	6	29	5	5	1	6	29	-6	-6	
1	6	9	4	1	6	29	5	5	1	6	29	-6	-6	
1	6	10	7	1	6	24	5	5	1	6	29	-6	-6	
1	6	11	8	1	6	29	5	5	1	6	29	-6	-6	
1	6	12	5	1	6	29	5	5	1	6	42	-6	-6	
1	6	13	4	1	6	29	5	5	1	6	42	-6	-6	
1	6	14	6	1	6	29	5	5	1	10	42	-6	-6	
1	6	15	10	1	6	29	5	5	1	6	42	-6	-6	
1	6	16	7	1	6	29	5	5	1	6	42	-6	-6	
1	6	17	5	1	6	29	5	5	1	6	42	-6	-6	
1	6	18	7	1	6	29	5	5	1	6	42	-6	-6	
1	6	19	9	1	6	29	5	5	1	15	42	-6	-6	
1	6	20	9	1	6	29	5	5	1	6	42	-6	-6	
1	6	21	7	1	6	29	5	5	1	6	42	-6	-6	
1	6	22	9	1	6	24	5	5	1	6	42	-6	-6	
1	6	23	7	1	6	29	5	5	1	6	42	-6	-6	
1	6	24	8	1	6	29	5	5	1	6	42	-6	-6	
1	6	25	6	1	6	29	5	5	1	6	42	-6	-6	
1	6	26	8	1	6	29	5	5	1	15	42	-6	-6	
1	6	27	10	1	6	29	5	5	1	10	42	-6	-6	
1	6	28	10	1	6	29	5	5	1	19	42	-6	-6	
1	6	29	6	1	6	29	5	5	1	6	42	-6	-6	
1	6	30	9	1	6	24	5	5	1	6	42	-6	-6	
1	7	1	0	0	0	0	0	0	0	0	0	0	0	
1	7	2	1	0	10000.0	10000.0	10000.0	10000.0	1	6	14	-10	-10	
1	7	3	2	1	6	15	5	5	0	10000.0	10000.0	10000.0	10000.0	
1	7	4	3	1	6	29	5	5	1	6	29	-6	-6	
1	7	5	4	1	6	29	5	5	1	6	29	-6	-6	
1	7	6	5	1	6	29	5	5	1	6	29	-6	-6	
1	7	7	6	1	6	20	5	5	1	6	29	-6	-6	
1	7	8	5	1	6	29	5	5	1	6	29	-6	-6	
1	7	9	6	1	6	29	5	5	1	6	29	-6	-6	
1	7	10	6	1	6	29	5	5	1	6	29	-6	-6	
1	7	11	5	1	6	29	5	5	1	6	29	-6	-6	
1	7	12	7	1	6	29	5	5	1	6	42	-6	-6	
1	7	13	8	1	6	29	5	5	1	6	42	-6	-6	
